time,volume,complete,mid_open,mid_high,mid_low,mid_close,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close,local_time,session_date,clock,atr,body,range,body_fraction,median_body,opening_range_high,opening_range_low,opening_range_candles
2026-04-22 07:10:15.042609+00:00,250,True,1.1000002214276043,1.1001004541418806,1.099899988713328,1.1000002214276043,1.0999602214276043,1.1000604541418806,1.099859988713328,1.0999602214276043,1.1000402214276044,1.1001404541418807,1.099939988713328,1.1000402214276044,2026-04-22 03:10:15.042609-04:00,2026-04-22,03:10:15.042609,,0.0,0.00020046542855256533,0.0,,1.0974481810368328,1.097055875140093,3.0
2026-04-22 07:15:15.042609+00:00,223,True,1.1000002214276043,1.1002081210279846,1.0998460960239758,1.100053995624356,1.0999602214276043,1.1001681210279846,1.0998060960239757,1.100013995624356,1.1000402214276044,1.1002481210279846,1.0998860960239758,1.100093995624356,2026-04-22 03:15:15.042609-04:00,2026-04-22,03:15:15.042609,,5.377419675167694e-05,0.00036202500400883686,0.14853724509692798,,1.0974481810368328,1.097055875140093,3.0
2026-04-22 07:20:15.042609+00:00,421,True,1.100053995624356,1.1001186123555498,1.099940034079197,1.1000046508103907,1.100013995624356,1.1000786123555497,1.099900034079197,1.0999646508103906,1.100093995624356,1.1001586123555498,1.099980034079197,1.1000446508103907,2026-04-22 03:20:15.042609-04:00,2026-04-22,03:20:15.042609,,4.934481396534629e-05,0.00017857827635281431,0.27632036198992377,,1.0974481810368328,1.097055875140093,3.0
2026-04-22 07:25:15.042609+00:00,65,True,1.1000046508103907,1.1000884436396758,1.0997605514501292,1.0998443442794144,1.0999646508103906,1.1000484436396758,1.0997205514501291,1.0998043442794143,1.1000446508103907,1.1001284436396759,1.0998005514501292,1.0998843442794144,2026-04-22 03:25:15.042609-04:00,2026-04-22,03:25:15.042609,,0.00016030653097631742,0.00032789218954665245,0.48890012048764897,,1.0974481810368328,1.097055875140093,3.0
2026-04-22 07:30:15.042609+00:00,473,True,1.0998443442794144,1.099946413011588,1.09966043480591,1.0997625035380836,1.0998043442794143,1.0999064130115879,1.09962043480591,1.0997225035380835,1.0998843442794144,1.099986413011588,1.09970043480591,1.0998025035380836,2026-04-22 03:30:15.042609-04:00,2026-04-22,03:30:15.042609,,8.184074133077424e-05,0.0002859782056778837,0.2861782461246607,,1.0974481810368328,1.097055875140093,3.0
2026-04-22 07:35:15.042609+00:00,162,True,1.0997625035380836,1.0998301965652406,1.0995163141310271,1.0995840071581842,1.0997225035380835,1.0997901965652406,1.099476314131027,1.0995440071581841,1.0998025035380836,1.0998701965652407,1.0995563141310272,1.0996240071581842,2026-04-22 03:35:15.042609-04:00,2026-04-22,03:35:15.042609,,0.0001784963798994177,0.00031388243421348605,0.5686727272479797,,1.0974481810368328,1.097055875140093,3.0
2026-04-22 07:40:15.042609+00:00,283,True,1.0995840071581842,1.0997568970686074,1.0994219430962284,1.0995948330066516,1.0995440071581841,1.0997168970686073,1.0993819430962284,1.0995548330066516,1.0996240071581842,1.0997968970686074,1.0994619430962285,1.0996348330066517,2026-04-22 03:40:15.042609-04:00,2026-04-22,03:40:15.042609,,1.0825848467455046e-05,0.0003349539723789263,0.03232040626527633,,1.0974481810368328,1.097055875140093,3.0
2026-04-22 07:45:15.042609+00:00,184,True,1.0995948330066516,1.100004537036047,1.0994263677214562,1.0998360717508515,1.0995548330066516,1.099964537036047,1.0993863677214561,1.0997960717508515,1.0996348330066517,1.100044537036047,1.0994663677214562,1.0998760717508516,2026-04-22 03:45:15.042609-04:00,2026-04-22,03:45:15.042609,,0.00024123874419990088,0.0005781693145907596,0.4172458449661147,,1.0974481810368328,1.097055875140093,3.0
2026-04-22 07:50:15.042609+00:00,485,True,1.0998360717508515,1.100024871402045,1.0995586749263186,1.0997474745775122,1.0997960717508515,1.099984871402045,1.0995186749263186,1.0997074745775122,1.0998760717508516,1.1000648714020451,1.0995986749263187,1.0997874745775122,2026-04-22 03:50:15.042609-04:00,2026-04-22,03:50:15.042609,,8.859717333931094e-05,0.0004661964757264325,0.19004256349483947,,1.0974481810368328,1.097055875140093,3.0
2026-04-22 07:55:15.042609+00:00,335,True,1.0997474745775122,1.0998137690961498,1.099569494576907,1.0996357890955446,1.0997074745775122,1.0997737690961498,1.099529494576907,1.0995957890955446,1.0997874745775122,1.0998537690961498,1.099609494576907,1.0996757890955446,2026-04-22 03:55:15.042609-04:00,2026-04-22,03:55:15.042609,,0.00011168548196760497,0.0002442745192428042,0.45721298444800845,,1.0974481810368328,1.097055875140093,3.0
